SMILES,Targets
O=C1CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4F)CC3)nc2N1,1.0
CCCCCCOc1ccc(C2(O)CCN(Cc3c[nH]c4ccccc34)CC2)cc1,1.0
C=CCN1CCC2c3c(cccc3OC)CCC21,1.0
CN1CCN(C2=Nc3cc(Cl)ccc3N(NC(=O)c3ccc(Br)cc3)c3ccccc32)CC1,1.0
O=C(Cc1cccnc1)Nc1cccc(CCN2CCN(c3ccccc3)CC2)c1,1.0
CCc1cc(O)c(OC)c(C(=O)NC[C@@H]2CCCN2CC)c1CC,1.0
O=C(NCCCCN1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1)c1cc2ccccc2s1,1.0
CC(C)Oc1ccccc1N1CCN(C2CCC(NS(=O)(=O)c3cccc(Cl)c3F)CC2)CC1,1.0
Nc1ccccc1C(=O)CCCN1CC[C@@H]2[C@H](C1)c1cccc3c1N2CCS3,1.0
CN1CCC2(CC1)OC(c1ccccc1)=CC2=O,1.0
COc1cccc(C(=O)NCCCCN2CCN(c3ccccc3OC)CC2)c1,1.0
Fc1ccc(SCCCN2CCN(c3ccccn3)CC2)cc1,1.0
C#CC1=CC[C@H](N(CCC)CCCCNC(=O)c2cc3ccccn3n2)CC1,1.0
CCN1CCC[C@H]1CNC(=O)c1c(OC)ccc(Br)c1Br,1.0
Cc1cccc(S(=O)(=O)NCCN2CCC(c3noc4cc(F)ccc34)CC2)c1,1.0
O=C(NC[C@H]1C[C@H]1CN1CCN(c2cccc(Cl)c2Cl)CC1)c1ccc(-c2ccccn2)cc1,1.0
COc1ccccc1N1CCCN(CCCCNC(=O)c2ccc(CCF)cc2)CC1,1.0
CCCN(CCCCN1CCN(c2cccc(Cl)c2Cl)CC1)Cc1ccc2c(c1)Cc1ccccc1-2,1.0
CN1CCc2ccccc2Cc2[nH]c3ccccc3c2CC1,1.0
CC(CNCc1ccc(CCNC[C@H](O)c2ccc(O)c3nc(O)sc23)cc1)c1ccccc1,1.0
COc1ccccc1N1CCN(Cc2cc(CN3CCN(c4ccc(Cl)cc4)CC3)c3cccccc2-3)CC1,1.0
O=C(CCCCC(=O)NCCCN1CCN(C2=c3ccccc3=Nc3ccc(Cl)cc3N2)CC1)NCCCN1CCN(C2=c3ccccc3=Nc3ccc(Cl)cc3N2)CC1,1.0
CC1Cc2ccccc2N1C(=O)CC1CCN(Cc2ccc(F)cc2)CC1,1.0
CN1CCC2C(C1)c1cccc3c1N2c1ccccc1CS3,1.0
O=C1c2ccccc2C(=O)N1CCCCN1CCN(C(c2ccccc2)c2ccccc2)CC1,1.0
Oc1[nH]cc2cc(Cl)c(OCCCN3CCN(c4cccc5ccccc45)CC3)cc12,1.0
CCCN(CCN1CCN(c2cccc3ncccc23)CC1)[C@H]1CCc2nc(N)sc2C1,1.0
COc1ccc2c(c1)CCN(C)CCc1cc(OC)ccc1C2,1.0
CC(C)Oc1ccccc1N1CCN([C@H]2CC[C@@H](NS(=O)(=O)c3cccc(C(F)(F)F)c3)CC2)CC1,1.0
c1cc2c(c(N3CCN(CCCCCc4c[nH]c5ccccc45)CC3)c1)OCCO2,1.0
O=C(CCCN1CC[C@H]2[C@@H](C1)c1cccc3c1N2CCCS3)c1ccccc1,1.0
c1cnc(N2CCN(Cc3cccc4c3-c3ccccc3C4)CC2)nc1,1.0
CCCN1CCC(c2ccccc2OC)CC1,1.0
O=S(=O)(NCCCN1CCN(c2cccc(Cl)c2Cl)CC1)c1ccc2cccnc2c1,1.0
COc1ccc2c(c1)Sc1ccccc1N2CC1CCCN(C)C1,1.0
CCCN(CCC)C1COc2c(cccc2-c2ccc(OC)cc2)C1,1.0
O=C1N(CC2CCCNC2)CCN1c1cccc(Cl)c1,1.0
Cc1cccc(N2CCN(CCCCNc3ccccn3)CC2)c1C,1.0
Cc1ccc2c(-c3nnc(SCCC(C)N4CCc5cc6nc(C)oc6c(Br)c5CC4)n3C)cccc2n1,1.0
O=C(CCCN1CCC(O)(c2cc3ccc2CCc2ccc(cc2)CC3)CC1)c1ccc(F)cc1,1.0
COc1cc2c(c(C(=O)NC[C@@H]3CCCN3CCc3ccccc3)c1)OCC2,1.0
Cc1ccc(C(=O)NN2c3ccc(Cl)cc3N=C(N3CCN(C)CC3)c3ccccc32)cc1,1.0
CN1CCc2cc(Cl)c(O)cc2[C@@H](c2ccc(CNc3ccccc3)cc2)C1,1.0
CCO[C@@]1(CC)c2cccc3c2-c2c1ccc1c2[C@@H](C3)N(C)CC1,1.0
COc1ccccc1N1CCN(CCCCNC(=O)OC(C)(C)C)CC1,1.0
Clc1cccc(N2CCN(CC[C@H]3CC[C@H](Nc4ncccn4)CC3)CC2)c1Cl,1.0
c1ccc(N2CCN(Cc3nc4ccccc4[nH]3)CC2)nc1,1.0
CN1CCC(c2cn(-c3ccc(F)cc3)c3ccc(-c4ccn(C)n4)cc23)CC1,1.0
CC(C)N1CCN(CCN2CCN(c3cccc(Cl)c3F)C2=O)CC1,1.0
CCCN1CCO[C@@H]2c3cc(O)ccc3SC[C@H]21,1.0
CC(CO)NCCCN1c2ccccc2Sc2ccc(C(F)(F)F)cc21,1.0
O=C1c2ccccc2CCC12CCN(Cc1ccc(F)cc1)CC2,1.0
C#CC1=CC[C@H](N(CCC)CCCCNC(=O)c2cc3ccccc3s2)CC1,1.0
Nc1ccccc1C(=O)NC/C=C/CN1CCN(c2cccc(Cl)c2Cl)CC1,1.0
COc1ccccc1N1CCN(CCCOc2ccc(-c3cn4cc(C)ccc4n3)cc2)CC1,1.0
CCCN1CCC(c2ccccc2)CC1,1.0
COc1ccccc1C(=O)CCCCCN1CCN(c2noc3ccccc23)CC1,1.0
Cc1nnn(C2CCN(Cc3ccccc3)CC2)c1-c1ccccc1,1.0
CN1CCc2c(cc(O)c(O)c2Cl)C(c2ccccc2)C1,1.0
Oc1ccc(N2CCN(Cc3cccs3)CC2)cc1,1.0
CC1Oc2c(cccc2N2CCN(CCCc3c[nH]c4ccccc34)CC2)NC1=O,1.0
CCC(=O)NC1CCc2cc(CCN3CCN(c4nsc5ccccc45)CC3)ccc21,1.0
Fc1ccc2c(c1)CC(CCN1CCN(c3ccc(Cl)cc3)CC1)C2,1.0
COc1ccccc1N1CCN(CCCNC(=O)Cc2ccc3ccccc3c2)CC1,1.0
COc1cccc(Nc2nc(Cc3ccccc3)nc3c2CCNCC3)c1,1.0
COc1ccccc1N1CCN(CCCCNC(=O)C2CC2c2ccccc2)CC1,1.0
C=CCN1CCc2c(cc(O)c(O)c2Cl)C(c2ccccc2)C1,1.0
O=C(/C=C/c1ccccc1)NC1CCN(Cc2ccccc2)CC1,1.0
COc1ccccc1C(=O)NC/C=C/CN1CCN(c2cccc(Cl)c2Cl)CC1,1.0
CC(C)C(=O)Nc1cccc(C2CCN(CCCC(=O)c3ccc(Cl)cc3)CC2)c1,1.0
O=C(NCCCN1CCN(c2cccc(Cl)c2Cl)CC1)c1cccc2c1Cc1ccccc1-2,1.0
Nc1nc2cc3c(cc2s1)CCN(Cc1ncon1)CC3,1.0
CN1CCc2cc(Cl)c(O)cc2[C@H]2c3cccc(-c4cccc(F)c4)c3CC[C@@H]21,1.0
Cc1ccc2c(c1)N(C(=O)CN1CCN(Cc3ccc(Cl)cc3)CC1)CC2,1.0
NCc1ccc2c(c1)c(C1CCN(CCN3CCNC3=O)CC1)cn2-c1ccc(F)cc1,1.0
OC1(c2ccc(F)cc2)CCN(Cc2c[nH]c3ccccc23)CC1,1.0
O=C1CC2(CCN(CCc3ccccc3)CC2)OC=C1c1ccccc1,1.0
O=C(NCCCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1)C1CCCCC1,1.0
CCCN(CCCCN1CCN(c2cccc(Cl)c2Cl)CC1)C1CCc2ccc(O)cc2C1,1.0
CC(C)c1ccccc1OCCN1CCC(NS(=O)(=O)c2cccs2)C1,1.0
O=C1CC(CN2CCC(C(=O)c3ccc(F)cc3)CC2)Cc2ncncc21,1.0
Oc1[nH]cc2ccc(OCCCCN3CCN(c4cccc5c4OCCC5)CC3)cc12,1.0
COc1ccccc1N1CCN(CCCCNC(=O)CCc2ccccc2)CC1,1.0
Cc1cccc(N2CCN(CCc3ccc4n[nH]nc4c3)CC2)c1C,1.0
CC(C)Oc1ccccc1N1CCN(C2CCC(NS(=O)(=O)c3ccc(Cl)cc3F)CC2)CC1,1.0
CCCN(CCC)C1CCc2cccc(OS(=O)(=O)C(F)(F)F)c2C1,1.0
COc1ccccc1N1CCN(CCCCCN2CCc3ccccc3C2=O)CC1,1.0
CN1CCN(C2=Nc3ccccc3Nc3ccc(OS(=O)(=O)C(F)(F)F)cc32)CC1,1.0
CCCN(CCN1CCN(c2ccccc2OC)CC1)C1CCc2c(O)cccc2C1,1.0
CCN(CC)CCCOc1ccc(-c2nc3ccccc3n2Cc2ccc(Cn3c(-c4ccc(OCCCN(CC)CC)cc4)nc4ccccc43)cc2)cc1,1.0
CN(CCN1CCN(c2ccc(F)cc2)C1=O)C[C@]12CC[C@H](CC1)C2(C)C,1.0
Clc1ccc2[nH]ccc2c1N1CCN(Cc2ccccc2)CC1,1.0
Clc1ccc(CN2CCC(c3cc(-c4ccc(Cl)cc4)on3)CC2)cc1,1.0
CN1CC(C(=O)NC(Cc2ccc([N+](=O)[O-])cc2)C(=O)NC(CCC2CCCCC2)C(=O)N2CCCC(C(N)=O)C2)C=C2c3cccc4[nH]cc(c34)C[C@H]21,1.0
COc1cc2c(cc1O)[C@@H]1Cc3c(CO)c(OC)cc(OC)c3CN1CC2,1.0
O=C(N[C@H]1CC[C@H](CCN2CCc3ccccc3C2)CC1)Oc1ccccc1,1.0
CCCN(CCc1ccc(C)cc1)[C@@H]1CCc2c(O)cccc2C1,1.0
Fc1ccc(C(OC2CC3CCC(C2)N3Cc2cc3ccccc3[nH]2)c2ccc(F)cc2)cc1,1.0
O=C1Nc2cccc3c2[C@]1(CCCCN1CC=C(c2ccccc2)CC1)CCC3,1.0
Cc1cc(-c2ccc3c(c2)CCN(CCSc2nnc(-c4ccc(F)c(F)c4)n2C)CC3)n(C)n1,1.0
CCCN(CCN1CCN(C(=O)c2c[nH]c3ccccc23)CC1)[C@H]1CCc2nc(N)sc2C1,1.0
O=S(=O)(NCCCN1CCC(c2noc3cc(F)ccc23)CC1)c1csc2ccccc12,1.0
O=S(=O)(NCCCN1CCN(c2nsc3ccccc23)CC1)c1cccc2scnc12,1.0
O=S(=O)(NC1CCC(N2CCC(c3ccccc3OCC(F)(F)F)CC2)CC1)c1ccc2c(c1)OCCO2,1.0
COc1ccc(C2=COC3(CCN(CCc4ccccc4)CC3)C2=O)cc1,1.0
O=C(CCc1ccccc1)NC1CCc2ccc(CCN3CCN(c4nsc5ccccc45)CC3)cc21,1.0
CC(C1CC1)N1CCC(C2CCc3ccccc3C2=O)CC1,1.0
O=C(NCCCN1CCN(c2cccc(Cl)c2Cl)CC1)c1cccc2c1-c1ccccc1C2=O,1.0
COc1ccc(S(=O)(=O)n2cc(C)c3cc(Cl)ccc32)cc1NC1CCN(C)CC1,1.0
CN1CCc2ccc3nc(O)c4cccc5c4c3c2[C@H]1C5,1.0
Cc1cc2nc(C)c(CN3CCN(c4ccc(Cl)c(Cl)c4)CC3)n2c(C)n1,1.0
O=C(Nc1ccccn1)NC1CCN(Cc2ccccc2)CC1,1.0
Nc1ccc(C#CCCN2CC=C(c3ccccc3)CC2)cn1,1.0
OC(COc1cccc2ccccc12)CN1CCC(Cc2ccccc2)CC1,1.0
CCC1(CCCCN2CCN(c3ccc(Cl)cc3)CC2)C(=O)Nc2cc(F)ccc21,1.0
O=C(Cc1ccccc1)NC1CCN(CCCN2C(=O)COc3ccccc32)CC1,1.0
c1ccc(CNCCOc2cccc3[nH]ccc23)cc1,1.0
COc1ccccc1N1CCN(Cc2cc3ccccn3n2)CC1,1.0
CCCN1CCO[C@@H]2c3cc(O)ccc3SC[C@@H]21,1.0
Oc1ccc2c(c1)O[C@@H](CNCc1ccccc1OCCCCF)CC2,1.0
O=S(=O)(N[C@H]1CCN(CCOc2ccccc2-c2ccccc2)C1)c1ccc(F)cc1,1.0
CCCN1CCN(c2ccccc2)CC1,1.0
CC(C)Oc1ccccc1N1CCN([C@H]2CC[C@@H](NS(=O)(=O)c3ccc(F)cc3)CC2)CC1,1.0
Clc1ccc(OCCNCCCSc2ccccc2)cc1,1.0
C=CCN1CCC2Cc3c(O)cccc3C[C@H]21,1.0
Oc1nc2c(O)ccc([C@@H](O)CNCCSCCCOCCc3ccccc3)c2s1,1.0
Clc1cccc(N2CCN(C[C@H]3C[C@@H]3c3ccccc3)CC2)c1,1.0
OC1(c2ccc(Cl)cc2)C[C@@H]2CC[C@H](C1)N2Cc1coc2c1ccc1ccccc12,1.0
CCCN1CCC(c2csc3ccccc23)CC1,1.0
CC(C)(C)NC(=O)N[C@H]1CC[C@H](CCN2CCc3ccccc3C2)CC1,1.0
CCc1nc2cc3c(c(C)c2o1)CCN(CCCSc1nnc(-c2cccc4nc(C)ccc24)n1C)CC3,1.0
O=C1COc2cc(CN3CCN(c4ccccc4)CC3)ccc2N1,1.0
CN(C)[C@@H]1Cc2cccc3nc(O)n(c23)C1,1.0
CN1CCc2ccccc2Cc2cc(Cl)c(O)c(Cl)c2CC1,1.0
CN(CCCN1c2ccccc2Sc2ccc(Cl)cc21)Cc1ccc(OCCCN2CCCCC2)cc1,1.0
CCCN1CCc2cccc3c2[C@H]1Cc1cccc(OC(=O)CCCCC2CCSS2)c1-3,1.0
COc1ccccc1N1CCCN(CCCCNC(=O)c2ccc(Cl)nc2)CC1,1.0
CCCN(CCCCCCCCCN(CCC)[C@H]1CCc2c(O)cccc2C1)[C@H]1CCc2c(O)cccc2C1,1.0
Cc1ccc2c(c1)c1c(n2CCc2ccccc2)CCN(C)C1,1.0
Cc1ccccc1-c1ccc2c(c1)C(N1CCN(C)CC1)Cc1ccccc1S2,1.0
Cc1cc(-c2ccc3c(c2)CCN(CCCSc2nnc(C(F)(F)F)n2C)CC3)no1,1.0
Cc1ncoc1-c1nnc(SCCCN2CCC3(CCc4cc(F)ccc43)C2)n1C,1.0
CCOCCOc1cccc(C(=O)NCCCN2CCN(c3ccccc3OC)CC2)c1,1.0
O=C(Nc1ccc(CCN2CCN(c3ccccc3)CC2)cc1)Nc1cccnc1,1.0
Fc1ccc(SCCCN2CCN(c3ccc(Cl)cc3)CC2)cc1,1.0
CN1CCc2cccc3c2[C@H]1Cc1ccc(OCCCN)c(O)c1-3,1.0
Nc1ccc(C#CCCN2CC=C(c3ccccc3)CC2)nc1,1.0
C[C@@H]1Cc2ccccc2N1C(=O)CN1CCN(Cc2ccc(Cl)c(Cl)c2)CC1,1.0
O=C1N(CCN2CCC(C(F)(F)F)CC2)CCN1c1cccc(Cl)c1,1.0
Cc1cccc(CN2CCC(n3c(O)nc(-c4ccccc4)c3C)CC2)c1,1.0
Oc1[nH]cc2ccc(OCCCCN3CCN(c4cccc5ccccc45)CC3)c(F)c12,1.0
COc1ccccc1N1CCN(CCCNC(=O)c2ccc3nonc3c2)CC1,1.0
OC1(c2cccc(Cl)c2)CCN(Cc2c[nH]c3ccccc23)CC1,1.0
CCN(CC)CCCOc1ccc(-c2nc3ccccc3n2C/C=C/Cn2c(-c3ccc(OCCCN(CC)CC)cc3)nc3ccccc32)cc1,1.0
Sc1nc2cc(OCCN3CCN(c4ccccc4Cl)CC3)ccc2[nH]1,1.0
Cc1ccccc1CN1CCC(N2CCC(n3c(O)nc4ccccc43)CC2)CC1,1.0
CO/N=C(\CCN1CCN(c2ccccn2)CC1)c1cccc(F)c1,1.0
CCN1CCC[C@H]1CNC(=O)c1c(OC)ccc(C)c1OC,1.0
CCOc1ccccc1OCCN[C@H](C)Cc1ccc(OC)c(S(N)(=O)=O)c1,1.0
Oc1[nH]cc2ccc(OCCCCN3CCN(c4cccc5ccccc45)CC3)cc12,1.0
CC(C)Oc1ccccc1N1CCN([C@H]2CC[C@H](NS(=O)(=O)c3ccc(Cl)cc3Cl)CC2)CC1,1.0
Oc1cc(-c2c[nH]c3ccccc23)c(O)n1CCN1CCC(c2c[nH]c3ccc(F)cc23)CC1,1.0
Cc1cccnc1-c1ccc(C(=O)NC/C=C/CN2CCN(c3cccc(Cl)c3Cl)CC2)cc1,1.0
O=C1C(c2ccccc2)=COC12CCN(Cc1ccccc1)CC2,1.0
CCCN(CCC)CC1COc2cccc(OC)c2C1,1.0
c1ccc2c(c1)CN(CCCCc1nc3ccccc3s1)C2,1.0
CS(=O)(O)=Nc1cccc(OCCNCc2ccccc2)c1,1.0
O=C1Cc2c(ccc3c2OC[C@H](CNCCCC2CCc4c([nH]c5ccc(F)cc45)C2)O3)N1,1.0
Cc1ncoc1-c1nnc(SCCCN[C@@H]2CC[C@]3(c4ccc(C(F)(F)F)cc4F)CC23)n1C,1.0
Cc1cc(-c2ccc3c(c2)CCN(CCCSc2nnc(C(C)(C)C)n2C)CC3)no1,1.0
CN(C)C[C@@H]1CC2c3ccccc3Sc3ccc(F)cc3[C@H]2O1,1.0
COc1ccccc1N1CCN(CCCCNC(=O)c2ccc(OCCOCCOCCF)cc2)CC1,1.0
CN(C)C1C=CC2(CC1)c1ccccc1CCc1ccc(Cl)cc12,1.0
CN1CCCCC1CN1CCN(c2cccc(Cl)c2)C1=O,1.0
Cc1sc(C)c2c1CCCc1cn[nH]c1-2,1.0
FC(F)(F)c1cccc(N2CCN(CCCCNc3ccc4ccccc4n3)CC2)c1,1.0
Clc1cccc(N2CCN(CCCCOc3ccc(-c4cn5ccccc5n4)cc3)CC2)c1Cl,1.0
CC(C)=C1c2ccccc2C=C(C2=CCN(C)CC2)c2ccccc21,1.0
CCCN(CCN1CCN(c2ccccc2)CC1)[C@@H]1CCc2c(O)cccc2C1,1.0
COc1ccc2c(C(=O)NC/C=C/CN3CCN(c4ccccc4OCCF)CC3)c[nH]c2c1,1.0
CC1(C)CCNc2c(CCN3CCN(c4nsc5ccccc45)CC3)cc(F)cc21,1.0
CN1CCCC(CN2c3ccccc3Sc3cc(Cl)ccc32)C1,1.0
CC(C)(C)c1nc(N2CCN(CCCCn3cc(F)c(=O)[nH]c3=O)CC2)cc(C(F)(F)F)n1,1.0
CCCc1c(Cl)cc(O)c(OC)c1C(=O)NC[C@@H]1CCCN1CC,1.0
c1ccc(CN2CCC(n3cnc(-c4ccccc4)c3)CC2)cc1,1.0
O=S(=O)(NC1CCC(N2CCC(c3ccccc3OCC(F)(F)F)CC2)CC1)c1cc(Cl)ccc1F,1.0
CC(C)N1CCN(C2=Nc3cc(Cl)ccc3N(NC(=O)c3ccccc3Cl)c3ccccc32)CC1,1.0
Nc1ccc2c(c1)C(O)C(CCN1CCC(c3noc4cc(F)ccc34)CC1)CC2,1.0
Clc1cccc(N2CCN(CCCCOc3ccc4c[nH]nc4c3)CC2)c1Cl,1.0
Fc1ccc(N2CCN(Cc3cnn(-c4ccccc4)c3)CC2)cc1,1.0
CN1CCN(C2=Nc3cc(Cl)ccc3N(NC(=O)c3ccc(Cl)c(Cl)c3)c3ccccc32)CC1,1.0
CCCCN1CCN2c3cccc4[nH]cc(c34)CC2C1,1.0
O=C1CCc2ccc(OCC#CCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1,1.0
COc1ccccc1CCNCc1cccc(CCNC[C@H](O)c2ccc(O)c3nc(O)sc23)c1,1.0
Nc1ccccc1C(=O)CCCN1CC[C@H]2[C@@H](C1)c1cccc3c1N2CCC3,1.0
O=[N+]([O-])c1cccc(-c2cc(CCCCN3CCN(C(c4ccccc4)c4ccccc4)CC3)on2)c1,1.0
Cc1ccc(C)c(C(=O)CCCN2CCC(O)(c3cc(C)ccc3C)CC2)c1,1.0
CCCN(C(C)C)[C@@H]1CCc2c(F)cccc2C1,1.0
c1ccc(N2CCN(CCCCCN=C3COc4ccccc4N3)CC2)cc1,1.0
CCNC(=O)N(CCCN(C)C)C(=O)[C@@H]1C[C@@H]2c3cccc4c3c(cn4C)C[C@H]2N(C)C1,1.0
COc1cccc(C(=O)NCCCCN2CCN(c3noc4ccccc34)CC2)c1,1.0
COc1ccccc1/C=C/C(=O)NCCCCN1CCN(c2ccccc2OC)CC1,1.0
CN1CCN(C2=Nc3cc(Cl)ccc3N(NC(=O)c3cc(F)c(F)c(F)c3F)c3ccc(Cl)cc32)CC1,1.0
CC(=O)Nc1cccc(C2CCN(CCCC(=O)c3ccc(C)c(C)c3)CC2)c1,1.0
C[C@@H]1Oc2c(cccc2N2CCN(CCCc3c[nH]c4ccc(F)cc34)CC2)NC1=O,1.0
CC(C)COC(=O)NC1CCC(CCN2CCc3ccccc3C2)CC1,1.0
CCCN1CCN(c2ccc(OC)cc2)CC1,1.0
O=C1N(CCN2CCC(c3nnc(-c4ccccc4)o3)CC2)CCN1c1cccc(Cl)c1,1.0
Cc1ccccc1N1CCN(CCCCc2cc(-c3ccccc3)no2)CC1,1.0
Cc1ccc(N2CCN(CCCSc3ccc(F)cc3)CC2)nc1,1.0
O=S(=O)(NCCCCN1CCN(c2noc3ccccc23)CC1)c1ccc2ccccc2c1,1.0
O=C(NC/C=C/CN1CCN(c2ccccc2OCCF)CC1)c1cc2ccccc2[nH]1,1.0
c1ccc(CCN2CCC(c3cc(-c4ccccn4)n[nH]3)CC2)cc1,1.0
CCCN(CCN1CCN(c2cccc(Cl)c2Cl)CC1)C1CCc2nc(N)sc2C1,1.0
Oc1nc2cccc(CN3CCN(CC4CCc5[nH]c6ccc(F)cc6c5C4)CC3)c2o1,1.0
CO/N=C(\CCN1CCN(c2ccccn2)CC1)c1cccc(C)c1,1.0
Oc1nc2c(O)ccc([C@@H](O)CNCCc3cccc(CNCCc4c(Cl)cccc4Cl)c3)c2s1,1.0
c1ccc(Cc2nc3c(c(Nc4ccccc4)n2)CCNCC3)cc1,1.0
COC(=O)[C@@H]1Cc2ccccc2N1C(=O)CN1CCN(Cc2ccc(Cl)cc2)CC1,1.0
COc1ccc(S(=O)(=O)N[C@H]2CC[C@H](N3CCC(c4ccc(F)cc4OC(C)C)CC3)CC2)cc1OC,1.0
c1ccc(CN2CCC(n3nnc(-c4ccccc4)n3)CC2)cc1,1.0
CO/N=C(/CCN1CCN(c2ccccn2)CC1)c1cccc(C)c1,1.0
CCCN(CCN1CCN(C(=O)c2ccc3[nH]ccc3c2)CC1)[C@H]1CCc2c(O)cccc2C1,1.0
Cc1ccc2c(-c3nnc(SCCC(C)N4CCc5cc6nc(C(F)(F)F)oc6c(Br)c5CC4)n3C)cccc2n1,1.0
CCCN(CC1CC1)[C@@H]1CCc2ccc3[nH]c(C(N)=O)cc3c2C1,1.0
Cc1cc(-c2ccc3c(c2)CCN(CCCSc2nnc(-c4ccc(C(F)(F)F)cc4)n2C)CC3)no1,1.0
Cc1nc2cc3c(cc2o1)CCN(CCCSc1nnc(-c2ccc(C(F)(F)F)cc2)n1C)CC3,1.0
CSc1ccc(CSc2nc3ccccc3n2Cc2ccc(Cl)cc2)cc1,1.0
C[C@H]1c2cccc3c2-c2c1ccc1c2[C@@H](C3)N(C)CC1,1.0
CN1CCN(C2=Nc3cc(Cl)ccc3N(NC(=O)c3cccnc3Cl)c3ccccc32)CC1,1.0
CN(C)CCC1CC2c3ccccc3Cc3ccccc3N2O1,1.0
CCN(C)CCc1c(-c2ccccc2F)[nH]c2ccccc12,1.0
FC(F)(F)Oc1cccc(CN2CCN(C3=Nc4cc(Cl)ccc4Nc4ccccc43)CC2)c1,1.0
O=C1N(CCN2Cc3ccccc3C2)CCN1c1cc(Cl)cc(Cl)c1,1.0
COc1ccc2[nH]c(C(=O)NCCC(F)CN3CCN(c4cccc(Cl)c4Cl)CC3)cc2c1,1.0
Clc1ccc(CN2C=CC(c3nc4cc(Cl)ccc4s3)CC2)cc1,1.0
Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,1.0
N#CC1(c2ccc(Cl)cc2)CCN(Cc2c[nH]c3ccccc23)CC1,1.0
COc1ccc(C2CCN(Cc3ccc4c(c3)NC(=O)CO4)CC2)cc1,1.0
CC(=O)NC1CCC(CCN2CCc3ccc(C#N)cc3C2)CC1,1.0
CCCN(CCN1CCN(c2ccccc2)CC1)[C@@H]1CCc2ccc(N)cc2C1,1.0
O=C(NCCCCN1CCN(c2cccc(Cl)c2Cl)CC1)c1ccc(F)cc1,1.0
OC(c1ccccc1)c1ccccc1OCCN1CCCC1,1.0
COc1ccc(Cl)cc1S(=O)(=O)NC1CCC(N2CCN(c3ccccc3OCC3CC3)CC2)CC1,1.0
Cc1cccc(S(=O)(=O)NCCCCN2CCN(c3nsc4ccccc34)CC2)c1,1.0
Oc1ccc2c(c1)O[C@H](CN1CCc3ccccc3C1)CC2,1.0
Cc1ccc(CN2CCN(CC(=O)N3c4ccccc4C[C@@H]3C)CC2)cc1,1.0
COc1ccccc1N1CCN(CCCCNC(=O)c2ccc(OCCOCCF)cc2)CC1,1.0
O=C1c2ccccc2CCC1C1CCN(Cc2ccccc2)CC1,1.0
CC[C@@H](CO)NC(=O)C1=CC2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1,1.0
C#CC1=CC[C@H](N(CCC)CCCCNC(=O)c2ccc(OCCCc3cnn(CCCC)n3)c(OC)c2)CC1,1.0
OC1(c2ccc(Cl)c(Cl)c2)C[C@@H]2CC[C@H](C1)N2Cc1coc2ccc(F)cc12,1.0
COc1ccc2c(c1)OC(=O)C1CN(Cc3ccc(C(F)(F)F)cc3)CC=C21,1.0
Cn1c(N2CCCC2)nc2c(CN3CCN(c4ccc(F)cc4)CC3)c[nH]c2c1=O,1.0
CCN1CCO[C@@H]2Cc3c(O)cccc3C[C@H]21,1.0
O=C(CCCN1CC[C@H]2[C@@H](C1)c1cccc3c1N2CCCS3)c1ccc(F)cc1,1.0
Cc1cccc2c1C(=O)N(CCCCCN1CC=C(c3c[nH]c4ccc(F)cc34)CC1)C2=O,1.0
CC(C)Oc1ccccc1N1CCN(C2CCC(NC(=O)Nc3ccc(F)c(F)c3)CC2)CC1,1.0
Cc1ccc(N2CCN(CC[C@H]3CC[C@H](NC(=O)c4cccs4)CC3)CC2)cc1,1.0
O=C(NC/C=C/CN1CCN(c2ccccc2OCCF)CC1)c1ccc(CCF)cc1,1.0
COc1ccccc1N1CCN(CCNC(=O)c2cn(-c3ccc([N+](=O)[O-])cc3)nn2)CC1,1.0
Clc1ccc(N2CCN(Cc3cn4nc(N5CCCCC5)ccc4n3)CC2)cc1Cl,1.0
FC1(F)Oc2cccc(CN3CCN(C4=Nc5cc(Cl)ccc5Nc5ccccc54)CC3)c2O1,1.0
COc1ccccc1N1CCN(Cc2cn3cc(C)cc(-c4ccccc4)c3n2)CC1,1.0
CC(C)CN1CCN2c3cccc4[nH]cc(c34)CC2C1,1.0
CO/N=C(/CCN1CCN(c2ccccn2)CC1)c1cc(F)cc(F)c1,1.0
CN1CCN(C2=Nc3ccccc3Nc3sc(CO)cc32)CC1,1.0
CC(C)(C)OC(=O)NC1CCC(CCN2CCCN(c3cccc(Cl)c3Cl)CC2)CC1,1.0
COc1cccc(CCCCN2CCN(Cc3cc4ccccc4o3)CC2)c1,1.0
CN1CCc2cc(Cl)c(O)cc2[C@H]2c3cccc(-c4cccc(C#N)c4)c3CC[C@@H]21,1.0
c1ccc(-c2nc(CN3CCN(c4cccnc4)CC3)c[nH]2)cc1,1.0
O=C1c2ccccc2CCN1CCCN1CCN(c2cccc(Cl)c2Cl)CC1,1.0
CC(C)(C)c1nc(N2CCN(CCCCn3cc(C(F)(F)F)ccc3=O)CC2)cc(C(F)(F)F)n1,1.0
C=CCN1CCC[C@H]1CNC(=O)c1cc(Br)ccc1OC,1.0
