index,smiles,affinity_6LUQ_H-gail,affinity_7E2Y_H-gail
256,CCCN(CCCc1c[nH]c2ccc(F)cc12)C1COc2ccc3c(c2C1)C(=O)NC(=O)C3,-10.18,-10.29
257,Oc1cc(C2CC2)nc(O)c1O,-6.333,-5.896
258,CCN1CCCC1CNC(=O)c1cc(Cl)cc(Br)c1,-7.217,-7.859
259,O=C(CCCCCCC(=O)Nc1cccc2c1CCN(CC(=O)Nc1ccccc1)C2)NO,-9.2,-9.411
260,O=C(CCCN1CCC2(CC1)OCc1ccccc12)NC12CC3CC(CC(C3)C1)C2,-9.186,-10.49
261,CC(C)NCCNC(=O)COc1cccc2[nH]ccc12,-7.626,-7.04
262,COc1ccccc1N1CCN(CCC(O)CNC(=O)c2cc3ccccc3s2)CC1,-9.65,-9.564
263,COc1ccccc1N1CCN(CCCc2c[nH]c3ccc(O)cc23)CC1,-9.442,-8.911
264,COc1ccccc1N1CCN(CCCCNC(=S)NC2=NS(C)(=O)=C(C(C)C)C2)CC1,-8.408,-8.324
265,O=C1CC2(CCCC2)CC(=O)N1CCCN1CCN(c2noc3ccccc23)CC1,-10.95,-10.36
266,Fc1cnc2c(c1)CC1COCC13CCCCCCN2CCC(c1noc2cc(F)ccc12)CC3,-14.95,-14.9
267,COc1ccccc1N1CCN(C2CCc3cccc(N4CCCNC4=S)c32)CC1,-8.655,-8.442
268,Cc1ccc(CNCC(O)COc2cccc3[nH]ccc23)cc1F,-8.724,-8.341
269,C#CCN1CCC(C)(c2ccc(OC)c(OC)c2)CC1,-8.023,-7.54
270,COc1cc(C(=O)NCCCCCN2CCN(c3ccccc3OCCF)CC2)cc(OC)c1OC,-7.391,-8.05
271,CN1CCN2CC(C1)C2Cc1ccccc1Sc1nc2cc(F)ccc2[nH]1,-12.72,-12.93
272,Cc1cccc(CNCC2(F)CCN(C(=O)c3ccc(OC4CCNC4)c(C)c3)CC2)c1,-10.78,-9.945
273,COc1ccccc1N1CCN(CCCNC(=O)C23CC4CC(CC(C4)C2)C3)CC1,-8.769,-9.173
274,CCc1ccc2c(c1)CCN(C)C2,-7.069,-6.765
275,COc1cc(S(=O)(=O)NCC(=O)N2CCCCC2)c(Cl)cc1NCCc1ccccc1,-9.206,-8.705
276,C#Cc1ccc([N+](=O)[O-])cc1N1CCN(CC(=O)c2cccnc2)CC1,-8.63,-8.478
277,CC(C)Oc1ccc2c(c1)C(N(CCCCN1CCC(O)(c3ccccc3)CC1)C(=O)NO)CC2,-9.787,-9.975
278,COc1ccccc1C1=CCC(O)C(C(=O)NCCCN2CCN(CC(N)=O)CC2)OC1=O,-12.44,-11.76
279,Oc1cc2c(OCCNCc3ccccc3)cccc2[nH]1,-8.523,-7.901
280,COc1ccccc1OCCNCC1COC(c2ccccc2)(c2ccccc2)OC1=O,-9.608,-8.408
281,C=CCN(C)C1CCc2ccc(O)cc2C1=O,-7.214,-7.457
282,CCC(C)C(C)OCOc1c(Cn2c(=O)[nH]n(-c3cccc(OC)c3OC)c2=O)c(O)cc2[nH]cc(CCCN3CCN(C)CC3)c12,-9.574,-8.96
283,O=C1N(CCC2CCN(CCc3ccccc3)CC2)CCN1c1ccccc1,-10.86,-9.489
284,OC(CCN1CCN(c2cccc3ccncc23)CC1)c1csc2ccccc12,-9.933,-9.644
285,Oc1ccc2c(c1)N(C(O)(Cc1ccccc1)C(F)(F)F)CC2,-7.959,-8.725
286,CCCN(C(=O)c1ccccc1F)c1ccc2ncc(-c3ccc(OC)cc3)n2n1,-7.995,-9.861
287,COc1ccccc1-c1cc2nc(O)n(CCCN3CCN(c4ccccc4OC)CC3)c(O)c-2n1,-10.17,-9.741
288,CCN1CCc2c(OC)ccc3cc(C=CC(=O)NCCCCCN4CCN(c5ccccc5O)CC4)c(O)c1c23,-9.95,-9.994
289,CC(C)N1CCC(CNc2nccc(Cl)c2CCN2CCC3(CC3)c3ccc(Cl)cc3C2)CC1,-13.05,-12.83
290,COc1ccccc1N1CCN(Cc2ccc(C)n2-c2ccccc2)CC1,-8.835,-8.272
291,Cc1ccc(CN2CCC(c3ccccc3)CC2)c(C)n1,-10.61,-8.831
292,CCCCCn1cc(CN2CCN(c3ccccc3OC)C2=O)c2ccccc21,-8.902,-8.203
293,COc1cc2c(cc1O)OCC(C)C(NCC1CCC(c3cc[nH]c3)N(C)C1)O2,-12.13,-12.05
294,O=C(Nc1nccs1)C1CCC2(CC1)OC(=O)N1CCc3c(F)ccc2c31,-9.677,-9.495
295,COc1ccccc1N1CCN(CCCCN2C(=O)Cc3cc(CC(N)=O)ccc32)CC1,-9.546,-9.179
296,CCN1CCc2ccc(OCCCN3CCC(c4noc5cc(F)ccc45)CC3)cc2CC1,-13.7,-13.65
297,CC(OC1CCC(N(C)CC2Cc3ccc(F)cc3C2)CC1)C(F)(F)F,-10.56,-9.439
298,CCC(C)(C)S(=O)(=O)c1nc(-c2ccc(F)cc2)c(N)c(-c2ccc(F)cc2)n1,-7.46,-7.643
299,Oc1nc2cc(SCCN3CCN(c4cccc(C(F)(F)F)c4)CC3)ccc2[nH]1,-10.02,-9.684
300,CN1CCN(c2cccc3sccc23)CC1,-6.643,-6.837
301,O=C1C2CNCCN2C(=O)N1CC[N+](CCO)(Cc1ccc(Cl)cc1)CC1CCCC1,-8.549,-7.444
302,COC(=O)c1cccc(-c2cccc(CN3CCN4CCC3CC4(O)CNC3CCCCC3)c2)c1,-13.93,-14.83
303,COc1ccccc1N1CCN(CCCCn2ccnc2C(F)(F)F)CC1,-8.525,-8.535
304,COc1ccccc1N1CCN(CCNS(=O)(=O)c2ccc3ncccc3c2)CC1,-9.894,-9.13
305,Cc1ncoc1-c1nnc(SCCCN2CC3CC3(c3cccc(Br)c3)C2)n1C,-9.236,-9.107
306,CCC(NC(=O)OC1C(=O)N(C)C1=O)c1ccc2cc(OC)ccc2c1,-9.132,-9.053
307,CCN(CCSc1ccccc1OC)CCN1CCC2c3ccccc3CCC2C1,-9.338,-8.749
308,Oc1c(Nc2ccccc2)cc2sccc2c1O,-8.565,-7.616
309,CC1CN(CC2CCN(C(=O)c3ccccc3Cl)C2)CCN1CC(=O)N1CCC2CCCCN2C1=O,-10.02,-10.29
310,N#Cc1ccc(CN2CCN(CC=C(c3ccccc3)c3ccccn3)CC2)cc1,-9.715,-9.242
311,CC1CCc2ccc3cc(S(C)(=O)=O)ccc3c2N1CCN1CCN(C)CC1,-7.895,-9.1
312,Cc1ccc(S(=O)(=O)NCCNCCOc2ccc(F)c3[nH]ccc23)cc1,-8.999,-8.901
313,Cc1ccc(CNCC(NC(=O)CNC(=O)c2ccccc2)C(=O)N2CCCc3cc(Cl)ccc32)cc1,-9.72,-8.858
314,O=C(C1CCCN1CCCc1ccccc1)N1CCCC1,-8.705,-8.217
315,c1cc(OCCCN2CCC(c3nc4ccccc4s3)CC2)c2sccc2c1,-9.098,-8.894
316,C=CC(=O)Nc1ccccc1N1CCN(C2CCN(c3ccc4ccccc4n3)CC2)CC1,-11.68,-9.179
317,COc1ccccc1N1CCN(Cc2ccc3ccn(C)c3c2O)CC1,-8.463,-9.103
318,C=CCNC1COc2cccc(C(N)=O)c2N1,-7.43,-7.186
319,CCOc1ccccc1N1CCN(Cc2ccc(-c3cccc(CN4C(=O)COCC4C)c3)[nH]2)CC1,-8.738,-10.28
320,O=C(NCC1CCN(Cc2ccc(F)cn2)CC1)c1cccc(Cl)c1,-9.511,-9.365
321,COc1cccc(CN2CCN(CCn3c(O)nc4ccccc43)CC2)c1,-8.871,-9.219
322,CCCCOc1c(OC)ccc2ccc(C(=O)NCCCCN3CCN(c4ccccc4OC)CC3)cc12,-9.243,-9.26
323,O=C1C[CH]c2ccccc2N1CCCCN1CCC(n2c(O)nc3ccccc32)CC1,-10.56,-10.04
324,Cc1c(N(Cc2ccc3ccccc3c2)CC2CCN(CC(O)c3cscn3)C2)ccc(F)c1C1CCN(C)CC1,-9.882,-9.763
325,COc1ccccc1-c1cccc2c1CN(C)CC2,-7.173,-7.625
326,Fc1cccc(C(OCCN2CCN(c3ccccc3)CC2)c2ccsc2)c1,-9.269,-8.229
327,O=C(NC1CC2CCC(C1)N2Cc1cn(CCF)c2ccccc12)c1cccc2ccccc12,-10.65,-10.57
328,CCCN(CCCCN1c2ccccc2Sc2ccccc21)Sc1ccccc1,-8.057,-8.917
329,COc1ccc2c(c1)Cc1ccccc1O2,-8.608,-7.84
330,COc1ccc(N2CN3CCN(CCc4ccccc4)C3C2=O)cc1,-9.813,-8.553
331,CCC(C)O,-3.858,-3.411
332,CCCCN1CCc2ccc(OC(=O)c3ccc(C=O)cc3)cc2C1,-9.31,-8.727
333,COc1ccccc1N1CCN(CCCNC(=O)c2ccc(Cl)c(Cl)c2)CC1,-9.129,-8.92
334,COc1ccccc1N1CCN(CCCCNc2cc(-c3ccccc3)ncn2)CC1,-10.1,-9.209
335,FC(F)(F)CN1CCC(NCc2cn(-c3ccccc3)c3ccccc23)CC1,-9.257,-10.04
336,CC(C)Oc1ccccc1N1CCN(CCOc2ccc(CN3C(=O)C34CC(C)N(C)C(C)(C)C4)cc2)CC1,-8.398,-10.39
337,CCCCN1C(=O)C(CC2CCCCC2)CC12CCN(C(=O)c1cccc3ccccc13)CC2,-8.487,-9.633
338,CC1(c2cc(F)cc(OCCN3CC=C(c4c[nH]c5ccccc45)CC3)c2)CCSC(N)=N1,-11.75,-10.35
339,CC(C)N1CCN(C2Cc3ccccc3Sc3ccc(Cl)cc32)C1=O,-12.86,-12.76
340,COc1ccccc1N1CCN(CCCCCn2c(O)nc3ccccc32)CC1,-9.259,-8.889
341,COc1ccc(=O)n(C(=O)N2CCN(CCCCn3nc(-c4ccc(F)c(C)c4)c4ccccc4c3=O)CC2)c1C,-9.957,-11.02
342,CCC1CC(=O)N(CCCCN2CCN(c3ccccn3)CC2)C(=O)C1,-9.233,-8.667
343,O=C1CN(CCCN2CCN(c3cccc(Cl)c3)CC2)CN1CCN1CCCCCC1,-11.37,-11.97
344,CNCCN1CCc2cc(OS(=O)(=O)c3ccccc3Cl)ccc2C1,-9.619,-8.317
345,c1ccc2c(c1)CCN1CCc3ccccc3NCC1C2,-18.14,-16.8
346,c1ccc(Oc2ccccc2N2CCNCC2)cc1,-6.845,-7.522
347,CN1CC2CC=CCc3c(c(NC(=O)c4ccccc4)nn3C)C2=N1,-12.33,-13.27
348,Cc1ccc2[nH]cc(CCCCN3CCN(c4cccc(CI)c4)CC3)c2c1,-9.62,-9.291
349,COc1ccccc1N1CCN(CCn2c(O)nc3sccc3c2=O)CC1,-8.72,-8.968
350,O=C1NCCc2cc(NCCN3CCN(c4cccc(Cl)c4Cl)CC3)ccc21,-9.446,-9.977
351,CCCCN1CCCC(NS(=O)(=O)c2ccc3cc(Cl)ccc3c2)C1,-9.54,-9.174
352,COc1ccccc1N1CCN(CC=C2c3ccccc3Sc3ccccc32)CC1,-9.35,-9.586
353,CCC1(CCCCN(C)C)C(=O)c2ccccc2C1=O,-7.371,-7.867
354,O=C1C(c2ccc(Cl)cc2)N(c2ccc(F)cc2)CCN1CCCN1CCN(c2cccc(Br)c2)CC1,-8.719,-9.236
355,O=C1C2CCCN2C(=O)N1CCCN1CCN(c2cccc3[nH]ccc23)CC1,-8.837,-8.957
356,O=C(NC1CCC(O)CC1)c1cnc(OCCCc2c[nH]c3ccccc23)c(C2CC2)c1,-9.997,-9.47
357,O=C(CCCN1CCC2C(C1)c1cccc3c1N2CCO3)c1ccc(F)cc1,-9.607,-10.03
358,COc1ccccc1N1CCN(CCCSc2nnc(-c3ccsc3)n2C)CC1,-8.854,-8.456
359,OCCNc1nccc2occc12,-6.017,-5.486
360,Oc1nc2cccc(CCNCC(F)(F)F)c2s1,-7.205,-7.501
361,CN1CCc2cccc3nc(O)n(c23)CC1,-11.41,-11.75
362,COc1ccccc1N1CCN(CCCCNC(=O)C(Cc2ccc3ccccc3c2)NC(=O)CCC(N)=O)CC1,-10.62,-9.347
363,CC1CN(c2ccccc2)CCN1CCOc1cccc2[nH]ccc12,-9.321,-9.25
364,CN1CCc2cc(O)cc3c2C1Cc1ccc(O)c(O)c1-3,-7.01,-9.123
365,CN1CCc2cccc3c2C1Cc1cccc(O)c1-3,-7.337,-9.182
366,CC(C)Oc1ccccc1N1CCN(CCN(Cc2ccc3ccccc3c2)S(C)(=O)=O)CC1,-10.01,-9.957
367,Clc1ccc2[nH]c3c(CCCCCN4CCN(c5ccccc5OCCc5ccccc5)CC4)cccc3c2c1,-10.74,-10.39
368,Cc1ccc2c(N3CCN(CCCc4ccc5c(c4)NC(=O)CO5)CC3)cccc2n1,-10.41,-10.31
369,O=C1C2C3C=CC(C3)C2S(=O)(=O)N1c1oc2cccc([N+](=O)[O-])c2c1Cl,-9.588,-8.607
370,COc1cc2c(cc1N1CCN(CCn3cnc4ccccc43)CC1)N(C(=O)Nc1ccccc1)CC2,-9.924,-11.22
371,O=C(NS(=O)(=O)c1ccccc1)c1ccc(C2CCN(CCOc3cccc(C(F)(F)F)c3)CC2)cc1,-11.55,-10.15
372,COc1ccccc1N1CCN(CCCCc2ccc3cc4cccc(Cl)c4nc3c2)CC1,-10.14,-9.998
373,CN1CCc2cc(-c3ccc(O)cc3)cc3c2C1Cc1cccc(O)c1-3,-9.472,-9.662
374,CNC(=O)c1cccc(-c2ccc(C=CC(=O)NCCCCN3CCN(c4ccccc4OC)CC3)cc2)c1,-9.766,-10.04
375,CN(C(=O)c1ccccc1)C1CCC(c2nc3ccccc3s2)CC1,-11,-9.57
376,Cc1ccc(C(=O)N2CCC(c3ccc(C#N)cc3)CC2)nc1,-9.379,-7.809
377,COCCNC(=O)c1c(O)ccc(N(CC2CCC(C(C)(C)C)CC2)C2CCCCC2)c1O,-8.645,-8.623
378,CN1CCc2cc(OCCOc3ccc(CC(N)=O)cc3)ccc2O1,-9.036,-8.803
379,Oc1ccccc1OCCCNCCCc1c[nH]c2ccc(F)cc12,-8.89,-8.385
380,COc1cccc2c1OC(CCCCCN1CCC(c3noc4cc(F)ccc34)CC1)CO2,-10.01,-9.347
381,COc1ccccc1OCc1cccc(OC)c1N1CCNCC1,-7.025,-7.863
382,O=C1CC2(CCCC2)CC(c2cc3c(=O)n(-c4ccc(F)cc4)ccc3s2)N1,-11.57,-9.648
383,CCc1nc2c(=O)n(CCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)[nH]c(=O)c2n1C,-9.323,-9.019
384,CC(C)Oc1ccccc1N1CCN(CCN(C(=O)C=Cc2ccc(F)cc2)c2ccc(F)cc2)CC1,-8.556,-9.823
385,Cc1ccc2c(OCCN3CCC(c4ccc5c(c4)NC(=O)CO5)CC3)cccc2n1,-10.93,-10.35
386,CCCCn1c(O)c(C(=O)CC)c(C(=O)CC)c1Cc1ccc(F)cc1O,-6.801,-7.476
387,CCCNC12CCC(c3nn(CCCF)c(-c4ccc(C(F)(F)F)cc4)c3CC)(CC1)C2,-8.269,-7.478
388,O=C(Cc1cccs1)NC(c1ccc(F)cc1)C1CCCC1,-8.014,-7.561
389,COc1ccccc1N1CCN(CCN2C(=O)C(=O)c3ccccc3C2=O)CC1,-9.358,-9.388
390,CCCc1cc(OC)c(CCOc2ccc(CN3CCCCC3)cn2)c(OC)n1,-8.537,-7.936
391,Cc1ccc(CCN(C)CCO)cc1OCCCN1CCC(c2noc3ccc(C(F)(F)F)cc23)CC1,-8.551,-9.521
392,CC(C)COC(=O)N1CCCCC1CN1CCC(CNC(=O)N2CCC(c3ccc(Br)cc3)C2)CC1,-10.02,-10.15
393,COc1cc(OC2CCC(O)CC2)cc2c1NC(=O)CC2,-7.68,-8.374
394,O=C(C=Cc1cccc(Cl)c1)NC1COc2c(O)cccc2C1CCc1ccccc1,-9.534,-8.753
395,Oc1nc(-c2ccccc2)nc2c1Cc1ccc(OCCN3CCCCC3)cc1-2,-9.118,-10.11
396,COc1ccc(C(=O)NCCC(=O)NCC23CC4CC(CC(C4)C2)C3)cc1,-9.556,-8.552
397,CCCN(CCC)C1CCc2cccc(OC)c2C1,-6.843,-7.352
398,O=C1NCCN1CCN1CCN(c2cccc(C(F)(F)F)c2)CC1,-8.968,-8.367
399,Cn1nccc1COc1ccc(C#Cc2ccccn2)cn1,-9.205,-7.267
400,CCN(CC)CCCN1CCN(c2ccccc2SC(C)C)C1=O,-7.421,-7.158
401,Cc1ccccc1Sc1cc(C)n(-c2ccnc(Nc3cccc(-n4cnnn4)c3)c2)n1,-10.19,-10.71
402,CC1CN(C2CCCc3ccc(C(N)=O)cc32)CCN1Cc1ccc2[nH]c(=O)n(C)c(=O)c2c1,-11.23,-13
403,Cc1ccc2c(N3CCN(CCc4ccc5c(c4)N(C)C(=O)NC5)CC3)cccc2n1,-10.59,-10.53
404,N#Cc1ccc2[nH]ccc2c1,-6.895,-5.626
405,COc1ccc2ccc3c(C)c(CN(C)Cc4ccccc4)cc(O)c3c2c1,-9.61,-10.25
406,OC1Cc2ccccc2CCc2ccccc21,-13.92,-13.23
407,COc1cccc2c1CCCC2CCCNCCCN(C)C1CC2c3ccccc3C(=O)C2C(c2ccc(F)cc2)S1,-10.92,-10.44
408,COc1ccccc1N1CCN(CCCCCc2ccc3c(c2)NCC3)CC1,-9.529,-8.906
409,COc1ccccc1CCNc1cccc2ccccc12,-9.1,-8.54
410,Cn1c(=O)c2ccccc2n(CCCN2CCN(c3ccccn3)CC2)c1=O,-9.065,-9.049
411,COc1ccc2c(c1)Oc1ccccc1CC2O,-12.41,-13.32
412,CC(C)Oc1cccc2c1CCCC2NCCc1ccc(F)cc1,-9.525,-9.089
413,CN(C)c1ccc(C(=O)NCCCCCN2CCN(c3ncnc4sccc34)CC2)cc1,-9.128,-8.663
414,c1ccc2c(OCCCN3CCCCC3)cccc2c1,-8.589,-8.114
415,CCCNc1ccc2c(c1)CCc1c-2noc1-c1nc(C)c[nH]1,-9.743,-8.039
416,CC1CCC(C)N1CCCN1CCN(c2nccc3sccc23)CC1,-8.506,-8.37
417,O=C1CC2(CCCC2)CC(=O)N1CCN1CCN(c2nsc3ccccc23)CC1,-10.73,-9.895
418,O=C1CC(=Cc2ccc(Cl)cc2)Oc2cc(F)cc(F)c21,-8.33,-9.68
419,Clc1ccccc1N1CCN(CC2CCc3cc4[nH]cc(Cl)c4cc3CC2)CC1,-14.53,-13.57
420,Oc1nc2cc(OCCN3CCN(c4ccccc4)CC3)ccc2[nH]1,-9.561,-9.103
421,COc1ccc(OC)c(S(=O)(=O)NC2CCC(NC(=O)c3ccc(F)cc3)CC2)c1,-9.452,-8.29
422,O=C1C=C(CCF)N=C1NCCNCCF,-6.456,-6.057
423,O=C1NCCN1CCN1CCN(c2ccc([N+](=O)[O-])c3ccoc23)CC1,-8.487,-8.375
424,COc1cccc(OC)c1C(=O)NNC(C)CCc1cn(-c2ccc(F)cc2)c2ccccc12,-9.383,-9.856
425,COc1ccccc1N1CCN(CCCCNC(=O)C=Cc2ccncc2)CC1,-8.832,-8.534
426,Cc1ccoc1Oc1nc2sc(-c3ccc([N+](=O)[O-])cc3)cc2c(=O)n1C1CCN(C)C1,-9.353,-8.82
427,COc1csc2ncnc(N3CCNCC3)c12,-5.508,-6.286
428,Fc1ccc(CC2CCN(C3CCN(CCCOc4cc(-c5ccoc5)ccc4F)C3)CC2)cc1,-10.42,-9.639
429,O=C1C2CCCCN2C(=O)N1CCCCNCCc1ccccc1,-8.694,-7.747
430,CCOc1ccccc1N1CCN(CCCCC2CCc3c(OC)ccc(OC)c3C2)CC1,-7.546,-9.082
431,CCOc1ccccc1N1CCN(CCCCn2c(=O)oc3ccccc32)CC1,-9.316,-8.622
432,COc1ccc2c(Nc3ccccc3)cc(C(N)=O)cc2c1,-8.044,-8.877
433,O=S(=O)(NCCCCN1CCN(c2ccccc2)CC1)c1ccc2ccccc2c1,-10.45,-9.326
434,COc1ccccc1N1CCN(Cc2csc3ccccc23)CC1,-9.042,-8.606
435,Cc1c(OCCCCN2CCC(c3ccccc3)CC2)ccc(C(F)(F)F)c1O,-10.39,-10.04
436,COc1ccccc1N1CCN(CCCCN2CC3c4cccc(O)c4CCC32)CC1,-10.1,-9.729
437,CCCCNC1CCc2c(O)ccc3c2C1Cc1cccc(O)c1-3,-7.516,-9.34
438,CCCNC(=O)c1cc(Br)c2ccccc2c1C(=O)NCC1CCCN1CCC,-7.085,-8.241
439,OC(CCN1CCN(c2ccccc2)CC1)c1c[nH]c2ccc(F)cc12,-10.05,-9.619
440,CCN1CCCC1CNC(=O)c1c(OC)c(Cl)cc(OC)c1OC,-7.238,-6.632
441,CC(C)(C)c1cccc(CCCN2CCN(c3ccccc3)CC2)c1,-9.776,-9.198
442,CCN1CCN(C2C(=O)c3cc(C)ccc3C(=O)N(C)c3ccc(Cl)cc32)CC1,-12.61,-12.13
443,O=C(NCCCCN1CCN(c2ccccc2Br)CC1)c1ccc(OCCF)cc1,-8.846,-8.507
444,CCN1CCN(c2csc3ccccc23)CC1,-6.875,-6.885
445,Cc1ccc(F)c(-c2ccc(Cl)cc2CN2CCN(C3CCCCCCCOc4cccc([N+](=O)[O-])c43)CC2)c1,-11.53,-12.43
446,Oc1nc2ccccc2n1CCCCN1CCN(c2cccc(Cl)c2)CC1,-9.446,-9.109
447,O=S(=O)(NCCCCN1CCN(c2noc3ccccc23)CC1)c1ccc(F)c(Cl)c1,-9.585,-9.571
448,CCOC1CC2CC(N(C)C)C(=O)N2C1=O,-6.805,-6.16
449,NC(=O)c1ccc(F)c2c1CC(N(Cc1c[nH]c3ccc(F)cc13)C1CCOC1)CO2,-8.401,-10
450,COc1ccccc1N1CCN(CCC2CC3CCCCN3C2=O)CC1,-9.295,-8.82
451,COc1ccccc1N1CCN(CCCCCN(C(=O)c2ccccc2)c2ccccc2)CC1,-8.495,-9.303
452,COc1ccccc1N1CCN(CCCCN2C(=O)C3CCCCN3C2=O)CC1,-8.947,-9.132
453,Cc1ccc2c(OCc3c(Cl)ccc(N(C)C)c3Cl)cc(F)nc2n1,-9.214,-9.795
454,Fc1ccc2c(c1)CCCC2NCCCN1CC=C(c2nc3ccc(F)cc3s2)CC1,-10.41,-10.48
455,CN(CCCc1c[nH]c2cc(C(N)=O)ccc12)C1CCc2ccncc2C1,-9.998,-9.411
456,Cc1ccc(Sc2ccc(Cl)cc2CN2CCN(C3CCN(C)C3)CC2)cc1,-9.321,-8.287
457,COCC1OC2C(OC)C(C)(C)C(C=Cc3ccccc3Cl)OC2(C)C1C,-7.374,-8.201
458,N#Cc1cccc(C2CCN(CC3COc4c(ccc5occc45)-c4ccccc43)CC2)c1,-13.59,-15.71
459,O=S(=O)(c1ccc(-c2ncc(C(O)CO)cn2)cc1)N1CCN(CCCCNc2cccc(F)c2)CC1,-9.274,-8.929
460,Oc1nc2cnc3ccccc3c2n1CCN1CCN(c2cccc(Cl)c2)CC1,-9.555,-9.578
461,COc1cc(OC)cc(C(=O)NC2CCC(CCN3CCN(C4CCOCC4)CC3)CC2)c1,-9.287,-8.931
462,c1ccc(CNCCOc2ccccc2)cc1,-8.19,-6.514
463,Cc1ccc2[nH]cc(CCCN3CCC(CNC4=CCCCn5c(C)ccc54)CC3)c2c1,-13.83,-13.63
465,NC(=O)c1ccc2c(c1)C=CCN2c1cccc(Cl)c1,-8.64,-8.741
466,N#CC1(N2CCOC2)CCN(Cc2cccc(-c3ccccc3)c2)CC1,-9.372,-9.367
467,COC(=O)c1cccc2c1CC(NCCCN1CCN(c3cccc(Cl)c3)CC1)CO2,-8.879,-8.98
468,Clc1ccc2c(c1)N(CCN1CCN(c3ccccn3)CC1)CC2,-9.369,-8.841
469,CCN1CCN(c2cccc3c(=O)cc(N4CCOCC4)oc23)CC1,-7.411,-9.494
470,CC(C)CNC(=O)c1ccc(N2CCN(C)CC2)c(OCCn2cncn2)c1,-7.66,-7.793
471,CCCCC1=NC2(CCN(CC)CC2)C(=O)N1Cc1ccc(F)cc1,-7.771,-8.263
472,COc1ccccc1Nc1ccc2nc(NCCCN3CCN(c4cncc(C)c4)CC3)sc2c1,-9.597,-9.613
473,COc1ccccc1NC(=O)NC1CCC2CCCC1N2Cc1ccccc1,-8.735,-8.41
474,Cc1cccc(CNCC2(F)CCN([SH](=O)(O)OCc3ccc(F)cc3)CC2)c1,-9.399,-9.872
475,Oc1ccc2c(O)cc(C3CCNCC3)cc2n1,-9.452,-8.041
476,O=C1CCc2ccc(OCCCCN3CCC(c4noc5cc(F)ccc45)CC3)cc2N1,-10.67,-10.23
477,CCOc1cccc2c1CCCC2CN(C)CCc1ccc(C(=O)Nc2ccc(C3CCNCC3)cc2)cc1,-10.41,-9.967
478,OC(CCN1CCN(c2ccccc2)CC1)c1csc2ccccc12,-9.472,-9.061
479,O=C(NCCCCN1CCC(c2ccccc2)CC1)c1ccc2ccccc2c1,-10.92,-10.28
480,O=C(NCCCCN1CCOc2ccccc21)C1c2ccccc2C(=O)N1Cc1ccc(F)cc1,-9.847,-9.837
481,NC(CCNCCc1c[nH]c2ccc(Cl)cc12)Cc1ccccc1,-9.439,-8.193
482,CC(C)CC(NC(=O)c1ccccc1I)C(=O)NC1CCCCN(C)C1=O,-11.88,-11.31
483,Cc1cc(O)cc(C)c1C(=O)NC1CCCCC1,-7.813,-7.91
484,Clc1ccc(-n2ccc3sccc32)cc1N1CCN(CCn2cnc3ccccc32)CC1,-10.67,-10.39
485,O=C(CCCCCN1CCN(c2cnc3ccccc3n2)CC1)NCc1ccc(F)cc1,-10.16,-9.47
486,CC(C)(O)CNCc1cccc2ccc(O)c(O)c12,-7.642,-7.595
487,O=[N+]([O-])c1cc2c3nc1CN(CCCCO2)CCc1cc2c(cc1-3)cn(-c1cccc(Cl)c1)[n+]2[O-],-17.35,-17.16
488,C#CNCCc1ccccc1OCCCN1CCC(O)CC1,-6.935,-7.191
489,COc1ccccc1N1CCN(CCCCNc2ccc3nc(S)c4ccccc4c3c2)CC1,-8.584,-9.206
490,COc1ccccc1OCCNCC1CC2c3cccc4[nH]cc(c34)CC2OCCOC1C,-11.34,-12.81
491,CN1CCC(OCc2ccccc2)CC1,-7.353,-6.914
492,Oc1cccc2c1OCC(CNCCc1ccccc1)N(Cc1csc3ccccc13)C2,-12.51,-13.25
493,O=C1C(N2CCN(c3cc(Cl)ccc3F)CC2)CC(C(Cl)Cl)C(c2ccc(Cl)cc2)N1CCCCc1c[nH]cn1,-9.588,-9.324
494,COc1ccccc1N1CCN(CC=C2c3ccccc3Sc3ccccc32)CC1,-9.35,-9.586
495,CN1CCN(c2cc3cc(S(=O)(=O)N(C)C)ccc3s2)CC1,-9.363,-7.5
496,COc1cc2[nH]ccc2cc1CN1CCc2ccccc2C1=O,-9.593,-9.244
497,N#CC1(NC(=O)C2CCCCN2C(=O)C(N)CCc2cc(F)c(F)cc2F)CC1,-8.916,-8.921
498,O=S(=O)(NCCCCN1CCN(c2nsc3ccccc23)CC1)c1csc2ccccc12,-9.877,-9.873
499,CCc1cccc(N2CCN(CCCCNC(=O)C3CC3)CC2)c1,-8.617,-7.922
500,O=S(=O)(NCCN1CCN(c2nsc3ccccc23)CC1)c1cccc2ccccc12,-10.29,-9.973
501,CCN1CCc2cccc3c2C1Cc1ccc(O)c(O)c1-3,-7.721,-9.036
502,COc1ccc2c(c1)[nH]c1c(C(N)=O)nccc12,-8.068,-7.992
503,O=C(CCCCN1CCN(c2ccccc2OC2CCCC2)CC1)c1ccc(F)cc1,-9.365,-8.121
504,COc1cccc(C(=CCCN2CCC(CC(C)(C)C)CC2)c2ccccn2)c1OC,-8.416,-9.418
505,CCN1CCCC1CNc1cc2nccc(-c3ccc(Oc4ccccc4)cc3)c2cn1,-10.21,-10.04
